tokens	ner_tags
['<strong>', 'Changes.', '</strong>', '<br>', '<br>', 'We', 'may', 'update', 'this', 'Privacy', 'Policy', 'from', 'time', 'to', 'time.', 'If', 'under', 'any', 'such', 'update', 'we', 'make', 'any', 'material', 'change', 'to', 'the', 'way', 'in', 'which', 'we', 'treat', 'your', 'User', 'Information,', 'we', 'will', 'inform', 'you', 'of', 'such', 'change', 'via', 'email', 'or', 'by', 'posting', 'a', 'notice', 'on', 'relevant', 'areas', 'of', 'the', 'Services.', 'Any', 'updated', 'version', 'of', 'this', 'Privacy', 'Policy', 'will', 'be', 'effective', 'as', 'of', 'the', 'date', 'set', 'forth', 'therein.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O']
['<strong>', 'How', 'We', 'Use', 'Your', 'Information', '</strong>', '<br>', '<br>', 'We', 'use', 'the', 'information', 'you', 'submit', '(including', 'any', 'personal', 'information)', 'to', 'operate,', 'maintain', 'and', 'provide', 'to', 'you', 'the', 'features', 'and', 'functionality', 'of', 'the', 'Service', 'or', 'otherwise', 'in', 'connection', 'with', 'our', 'business', 'in', 'relation', 'to', 'the', 'Service.', 'By', 'using', 'the', 'Service', 'you', 'consent', 'to', 'this', 'use', 'and', 'any', 'other', 'use', 'of', 'information', 'identified', 'in', 'this', 'Privacy', 'Policy.', 'For', 'example,', 'if', 'you', 'enter', 'an', 'online', 'sweepstakes,', 'we', 'will', 'use', 'this', 'information', 'to', 'notify', 'you', 'if', 'you', 'are', 'a', 'winner.', 'We', 'may', 'also', 'use', 'the', 'information', 'to', 'communicate', 'with', 'you', 'about', 'new', 'features,', 'products', 'or', 'services,', 'and/or', 'to', 'improve', 'the', 'services', 'that', 'we', 'offer', 'by', 'tailoring', 'them', 'to', 'your', 'needs.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['<strong>', 'Changes', 'to', 'Our', 'Privacy', 'Policy', '</strong>', '<br>', '<br>', 'We', 'reserve', 'the', 'right', 'to', 'change', 'this', 'Privacy', 'Policy', 'at', 'any', 'time.', 'Please', 'check', 'this', 'page', 'periodically', 'for', 'changes.', 'Your', 'continued', 'use', 'of', 'the', 'Website', 'following', 'the', 'posting', 'of', 'changes', 'to', 'this', 'Privacy', 'Policy', 'will', 'constitute', 'acceptance', 'of', 'those', 'changes.', 'Information', 'collected', 'prior', 'to', 'the', 'time', 'any', 'change', 'is', 'posted', 'will', 'be', 'used', 'according', 'to', 'the', 'rules', 'and', 'law', 'that', 'applied', 'at', 'the', 'time', 'the', 'information', 'was', 'collected.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE']
"['<strong>', 'Privacy', 'Policy', '</strong>', '<br>', '<br>', '<strong>', 'Effective', 'Date', '</strong>', '<br>', '<br>', 'This', 'Privacy', 'Policy', 'is', 'applicable', 'to', 'www.prometheusgm.com,', 'www.billboard.com,', 'www.billboard.biz,', 'www.adweek.com,', 'www.backstage.com,', 'www.hollywoodreporter.com,', 'www.clioawards.com,', 'www.filmjournal.com', 'and', 'any', 'other', 'site', 'that', 'may', 'be', 'operated', 'by', 'or', 'for', 'Prometheus', 'Global', 'Media', '(togetheher,', 'the', '""Websites"").', 'It', 'explains', 'how', 'we', 'collect', 'information', 'from', 'users', 'of', 'the', 'Websites', 'and', 'how', 'we', 'use', 'such', 'information.', 'Your', 'use', 'of', 'the', 'Websites', 'constitutes', 'your', 'acceptance', 'of', 'this', 'Privacy', 'Policy.', 'Please', 'also', 'read', 'our', 'Terms', 'of', 'Use', ',', 'which', 'govern', 'the', 'basic', 'operation', 'of', 'the', 'Websites.', '<br>', '<br>']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['6.', 'Changes', 'To', 'The', 'Privacy', 'Policy', '<br>', '<br>', 'This', 'Privacy', 'Policy', 'is', 'effective', 'as', 'of', 'June', '2012.', 'We', 'reserve', 'the', 'right', 'to', 'change', 'this', 'Privacy', 'Policy', 'at', 'any', 'time.', 'We', 'do', 'not', 'undertake', 'to', 'provide', 'you', 'with', 'personal', 'notice', 'of', 'any', 'changes.', 'In', 'the', 'event', 'of', 'material', 'changes,', 'we', 'will', 'provide', 'notice', 'by', 'means', 'that', 'are', 'reasonable', 'under', 'the', 'circumstances,', 'such', 'as', 'by', 'posting', 'a', 'notice', 'on', 'the', 'Websites.', 'Your', 'continued', 'use', 'of', 'the', 'Websites', 'following', 'the', 'posting', 'of', 'changes', 'to', 'this', 'Privacy', 'Policy', 'means', 'you', 'accept', 'those', 'changes.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O']
['Updates', 'to', 'Privacy', 'Policy', '.', '<br>', '<br>', 'FSD', 'may', 'modify', 'this', 'Privacy', 'Policy.', 'Please', 'look', 'at', 'the', 'Effective', 'Date', 'at', 'the', 'top', 'of', 'this', 'Privacy', 'Policy', 'to', 'see', 'when', 'this', 'Privacy', 'Policy', 'was', 'last', 'revised.', 'Any', 'changes', 'to', 'this', 'Privacy', 'Policy', 'will', 'become', 'effective', 'when', 'we', 'post', 'the', 'revised', 'Privacy', 'Policy', 'on', 'the', 'FSD', 'Services.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O']
['<strong>', 'CHANGES', 'TO', 'THIS', 'PRIVACY', 'POLICY', '</strong>', '<br>', '<br>', 'Yahoo', 'may', 'update', 'this', 'policy.', 'We', 'will', 'notify', 'you', 'about', 'significant', 'changes', 'in', 'the', 'way', 'we', 'treat', 'personal', 'information', 'by', 'sending', 'a', 'notice', 'to', 'the', 'primary', 'email', 'address', 'specified', 'in', 'your', 'Yahoo', 'account', 'or', 'by', 'placing', 'a', 'prominent', 'notice', 'on', 'our', 'site.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['Last', 'Updated:', 'September', '25,', '2014']	['B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS']
['When', 'this', 'privacy', 'policy', 'is', 'revised', 'or', 'updated,', 'CRP', 'will', 'post', 'the', 'updated', 'version,', 'including', 'the', 'effective', 'date', 'of', 'the', 'revision', 'or', 'update,', 'on', 'OpenSecrets.org.', 'It', 'shall', 'be', 'construed', 'that', 'you', 'accept', 'and', 'agree', 'with', 'the', 'revised', 'or', 'updated', 'privacy', 'policy', 'when', 'you', 'access', 'and', 'use', 'the', 'website', 'for', 'the', 'first', 'time', 'after', 'the', 'publication', 'of', 'such', 'changes.', 'If', 'you', 'have', 'questions', 'about', 'this', 'policy,', 'please', 'email', 'us', 'at', 'feedback@crp.org.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
['<strong>', 'Changes', 'to', 'this', 'Policy', '</strong>', '<br>', 'We', 'reserve', 'the', 'right', 'to', 'modify', 'the', 'contents', 'of', 'this', 'privacy', 'policy', 'as', 'needed.', 'All', 'changes', 'to', 'this', 'policy', 'will', 'be', 'posted', 'on', 'the', 'IFSA-Butler', 'website.', 'We', 'encourage', 'you', 'to', 'periodically', 'review', 'this', 'policy', 'to', 'remain', 'up', 'to', 'date', 'on', 'our', 'privacy', 'practices.', '<br>', '<br>']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O']
['MODIFICATION', 'TO', 'THIS', 'POLICY', '<br>', '<br>', 'Liquor.com', 'reserves', 'the', 'right', 'to', 'change', 'this', 'policy', 'from', 'time', 'to', 'time,', 'however,', 'all', 'changes', 'will', 'be', 'posted', 'to', 'this', 'Privacy', 'Policy', 'at', 'the', 'time', 'such', 'changes', 'are', 'made.', 'The', 'date', 'of', 'the', 'most', 'recent', 'revisions', 'will', 'appear', 'on', 'this', 'page', 'so', 'please', 'check', 'back.', '<br>', '<br>', 'Please', 'note', 'that', 'continued', 'access', 'of', 'Liquor.com', 'will', 'constitute', 'your', 'acceptance', 'of', 'any', 'changes', 'or', 'revisions', 'to', 'the', 'Privacy', 'Policy.', '<br>', '<br>', 'Thank', 'you', 'for', 'taking', 'the', 'time', 'and', 'interest', 'to', 'review', 'our', 'policies', 'at', 'Liquor.com.', 'If', 'you', 'have', 'concerns', 'or', 'questions', 'about', 'any', 'aspect', 'of', 'the', 'Liquor.com', 'Privacy', 'Policy,', 'please', 'contact', 'us.', 'We', 'welcome', 'your', 'questions', 'and', 'feedback.', '<br>', '<br>', 'Please', 'send', 'all', 'emails', 'to:', 'info@liquor.com.', '<br>', '<br>', 'Thank', 'you,', '<br>', '<br>', 'Liquor.com']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'I-OTH', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['<strong>', ""Children's"", 'and', ""Minor's"", 'Privacy', '</strong>', '<br>', '<br>', 'Our', 'sites', 'and', 'services', 'are', 'intended', 'for', 'general', 'audiences', 'and', 'are', 'not', 'targeted', 'to', 'children', 'under', '13.', 'We', 'do', 'not', 'knowingly', 'collect', 'personal', 'information', 'from', 'children', 'under', 'the', 'age', 'of', '13', 'or', 'utilize', 'plug-ins', 'or', 'ad', 'networks', 'that', 'collect', 'personal', 'information', 'through', 'child-directed', 'third', 'party', 'websites', 'or', 'online', 'services.', 'If', 'you', 'are', 'under', '13,', 'please', 'do', 'not', 'disclose', 'or', 'provide', 'any', 'information.', 'If', 'we', 'learn', 'that', 'we', 'have', 'collected', 'personal', 'information', 'from', 'a', 'child', 'under', '13,we', 'will', 'take', 'steps', 'to', 'promptly', 'delete', 'the', 'information.', 'Should', 'this', 'policy', 'change,', 'we', 'would', 'comply', 'with', 'the', ""Children's"", 'Online', 'Privacy', 'Protection', 'Act,', 'which', 'requires', 'us', 'to', 'notify', 'and', 'obtain', 'consent', 'from', 'a', 'parent', 'or', 'guardian', 'before', 'we', 'collect,', 'use', 'and', 'disclose', 'the', 'personal', 'information', 'of', 'children', 'who', 'are', 'under', '13', 'years', 'of', 'age.', '<br>', '<br>']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'I-OPI', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']
"['<strong>', 'Changes', 'to', 'This', 'Privacy', 'Policy', '</strong>', '<br>', '<br>', 'We', 'may', 'revise', 'this', 'privacy', 'policy', 'from', 'time', 'to', 'time', 'and,', 'if', 'we', 'do,', 'we', 'will', 'update', 'it', 'on', 'this', 'page', 'and', 'modify', 'the', '""LastUpdated""', 'date.', 'If', 'our', 'information', 'practices', 'change', 'in', 'a', 'significant', 'way,', 'we', 'will', 'provide', 'a', 'more', 'prominent', 'notice.Because', 'our', 'privacy', 'policy', 'can', 'change', 'at', 'any', 'time,', 'we', 'encourage', 'you', 'to', 'reread', 'it', 'periodically', 'to', 'see', 'if', 'there', 'have', 'been', 'any', 'changes', 'that', 'affect', 'you.', 'If', 'you', 'disagree', 'with', 'any', 'changes', 'to', 'this', 'privacy', 'policy', 'and', 'do', 'not', 'wish', 'your', 'information', 'to', 'be', 'subject', 'to', 'the', 'revised', 'privacy', 'policy,', 'you', 'will', 'need', 'to', 'deactivate', 'your', 'account', 'or', 'terminate', 'your', 'services.', 'Your', 'use', 'of', 'our', 'sites', 'and', 'services', 'following', 'any', 'such', 'change', 'constitutes', 'your', 'agreement', 'that', 'all', 'information', 'collected', 'from', 'or', 'about', 'you', 'through', 'our', 'sites', 'and', 'services', 'after', 'the', 'revised', 'privacy', 'policy', 'is', 'posted', 'will', 'be', 'subject', 'to', 'the', 'terms', 'of', 'the', 'revised', 'privacy', 'policy.', '<br>', '<br>']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O', 'B-OPO', 'B-USER']
['Last', 'Updated:', 'October', '3,', '2014', 's', '</body>', '</html>']	['B-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'I-USER', 'O', 'O']
['Last', 'Updated', 'on', 'May', '22,', '2015', '<br>', '<br>']	['B-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O']
"['We', 'may', 'change', 'our', 'Privacy', 'Policy,', 'so', 'please', 'check', 'this', 'page', 'from', 'time', 'to', 'time,', 'as', 'your', 'continued', 'use', 'of', 'the', 'Online', 'Services', 'after', 'we', 'publish', 'our', 'changes,', 'indicates', 'your', 'acceptance', 'of', 'any', 'changed', 'terms.', 'You', 'can', 'tell', 'when', 'the', 'Privacy', 'Policy', 'was', 'last', 'updated', 'by', 'reviewing', 'the', '""Last', 'Updated""', 'date', 'at', 'the', 'top', 'of', 'the', 'page.', '<br>', '<br>']"	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'I-NONE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-NONE']
['<strong>', 'We', 'May', 'Change', 'These', 'Terms', '</strong>', '<br>', '<br>', 'Whether', 'or', 'not', 'you', 'have', 'viewed', 'our', 'terms', 'and', 'conditions', 'of', 'use', 'of', 'our', 'Websites,', 'or', 'this', 'Privacy', 'Policy,', 'and', 'whether', 'or', 'not', 'you', 'have', 'chosen', 'to', 'not', 'receive', 'notices', 'from', 'us,', 'those', 'terms', 'and', 'notices', 'will', 'still', 'govern', 'your', 'use', 'of', 'Gamestop.com.', 'As', 'is', 'the', 'case', 'with', 'any', 'business,', 'our', 'business', 'changes', 'over', 'time,', 'and', 'our', 'privacy', 'notice', 'and', 'the', 'Terms', 'and', 'Conditions', 'of', 'Use', 'may', 'be', 'updated', 'or', 'changed', 'at', 'any', 'time,', 'as', 'we', 'deem', 'appropriate.', 'We', 'may', 'email', 'reminders', 'of', 'our', 'notices', 'and', 'conditions.', 'You', 'should', 'frequently', 'check', 'our', 'website', 'to', 'see', 'recent', 'changes', 'to', 'these', 'terms', 'and', 'policies.', 'Unless', 'stated', 'otherwise,', 'our', 'current', 'privacy', 'notice', 'applies', 'to', 'all', 'information', 'that', 'we', 'have', 'about', 'you', 'and', 'your', 'account.']	['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS', 'I-UNS']
